,Image_IDs,Questions_Answers
10,CLEVR_val_000407,"[{'question': 'Is the small green sphere right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the small green sphere?', 'answer': 0}, {'question': 'Is the large gray cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large gray cylinder?', 'answer': 0}, {'question': 'Is the large gray cylinder right of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere right of the large gray cylinder?', 'answer': 0}, {'question': 'Is the small red cube behind the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the large gray cylinder behind the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere behind the large gray cylinder?', 'answer': 0}, {'question': 'Is the small red cube behind the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder behind the small red cube?', 'answer': 0}, {'question': 'Is the small green sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the small green sphere?', 'answer': 0}, {'question': 'Is the large gray cylinder in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the large gray cylinder?', 'answer': 0}, {'question': 'Is the small green sphere in front of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder in front of the small green sphere?', 'answer': 0}, {'question': 'Is the small red cube left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small red cube?', 'answer': 0}, {'question': 'Is the small red cube left of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder left of the small red cube?', 'answer': 0}, {'question': 'Is the small green sphere left of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder left of the small green sphere?', 'answer': 0}]"
11,CLEVR_val_000421,"[{'question': 'Is the small purple cube right of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere right of the small purple cube?', 'answer': 0}, {'question': 'Is the large blue cylinder right of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere right of the large blue cylinder?', 'answer': 0}, {'question': 'Is the small purple cube right of the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder right of the small purple cube?', 'answer': 0}, {'question': 'Is the large purple sphere behind the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube behind the large purple sphere?', 'answer': 0}, {'question': 'Is the small purple cube behind the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder behind the small purple cube?', 'answer': 0}, {'question': 'Is the large purple sphere behind the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder behind the large purple sphere?', 'answer': 0}, {'question': 'Is the large blue cylinder in front of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube in front of the large blue cylinder?', 'answer': 0}, {'question': 'Is the small purple cube in front of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere in front of the small purple cube?', 'answer': 0}, {'question': 'Is the large blue cylinder in front of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere in front of the large blue cylinder?', 'answer': 0}, {'question': 'Is the large purple sphere left of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube left of the large purple sphere?', 'answer': 0}, {'question': 'Is the large blue cylinder left of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube left of the large blue cylinder?', 'answer': 0}, {'question': 'Is the large purple sphere left of the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder left of the large purple sphere?', 'answer': 0}]"
12,CLEVR_val_000449,"[{'question': 'Is the large gray sphere right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small purple cube in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the small purple cube?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small purple cube in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small purple cube?', 'answer': 0}, {'question': 'Is the small purple cube left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the small purple cube?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small purple cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small purple cube?', 'answer': 0}]"
13,CLEVR_val_000496,"[{'question': 'Is the small gray cube right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the small gray cube?', 'answer': 0}, {'question': 'Is the small gray cube right of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere right of the small gray cube?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small red sphere behind the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube behind the small red sphere?', 'answer': 0}, {'question': 'Is the small gray cube behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the small gray cube?', 'answer': 0}, {'question': 'Is the small red sphere behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the small red sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small gray cube in front of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere in front of the small gray cube?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small red sphere left of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube left of the small red sphere?', 'answer': 0}, {'question': 'Is the small red sphere left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the small red sphere?', 'answer': 0}]"
14,CLEVR_val_000520,"[{'question': 'Is the large brown cylinder right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small red cube right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the small red cube?', 'answer': 0}, {'question': 'Is the large brown cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small red cube behind the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the small gray sphere behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the small gray sphere?', 'answer': 0}, {'question': 'Is the small red cube behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the small red cube?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the small gray sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the small gray sphere?', 'answer': 0}, {'question': 'Is the small red cube left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the small red cube?', 'answer': 0}, {'question': 'Is the small gray sphere left of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube left of the small gray sphere?', 'answer': 0}]"
15,CLEVR_val_000548,"[{'question': 'Is the large green cube right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the large green cube?', 'answer': 0}, {'question': 'Is the large brown sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the large brown sphere?', 'answer': 0}, {'question': 'Is the large brown sphere right of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube right of the large brown sphere?', 'answer': 0}, {'question': 'Is the large green cube behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the large green cube?', 'answer': 0}, {'question': 'Is the large brown sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the large brown sphere?', 'answer': 0}, {'question': 'Is the large brown sphere behind the large green cube?', 'answer': 1}, {'question': 'Is the large green cube behind the large brown sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large green cube in front of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere in front of the large green cube?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large green cube left of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere left of the large green cube?', 'answer': 0}]"
16,CLEVR_val_000552,"[{'question': 'Is the small purple cylinder right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere behind the large red cube?', 'answer': 1}, {'question': 'Is the large red cube behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder behind the large red cube?', 'answer': 1}, {'question': 'Is the large red cube behind the small purple cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the large gray sphere?', 'answer': 0}, {'question': 'Is the large red cube in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the large red cube?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large red cube in front of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder in front of the large red cube?', 'answer': 0}, {'question': 'Is the large red cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the large red cube?', 'answer': 0}, {'question': 'Is the large gray sphere left of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder left of the large gray sphere?', 'answer': 0}, {'question': 'Is the large red cube left of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder left of the large red cube?', 'answer': 0}]"
17,CLEVR_val_000567,"[{'question': 'Is the small green cube right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the small green cube?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small green cube right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the small green cube?', 'answer': 0}, {'question': 'Is the small green cube behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the small green cube?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small green cube behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the small green cube?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the large gray sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the large gray sphere?', 'answer': 0}]"
18,CLEVR_val_000578,"[{'question': 'Is the large yellow cylinder right of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere right of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube right of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere right of the large yellow cube?', 'answer': 0}, {'question': 'Is the large yellow cube right of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder right of the large yellow cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the small purple sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the small purple sphere left of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder left of the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple sphere left of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube left of the small purple sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder left of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube left of the large yellow cylinder?', 'answer': 0}]"
19,CLEVR_val_000585,"[{'question': 'Is the large gray sphere right of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the small brown cylinder right of the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube right of the small brown cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small brown cylinder behind the small purple cube?', 'answer': 1}, {'question': 'Is the small purple cube behind the small brown cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small purple cube in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small purple cube?', 'answer': 0}, {'question': 'Is the small brown cylinder in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small brown cylinder?', 'answer': 0}, {'question': 'Is the small purple cube in front of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder in front of the small purple cube?', 'answer': 0}, {'question': 'Is the small purple cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small purple cube?', 'answer': 0}, {'question': 'Is the small brown cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small brown cylinder?', 'answer': 0}, {'question': 'Is the small purple cube left of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder left of the small purple cube?', 'answer': 0}]"
20,CLEVR_val_000620,"[{'question': 'Is the small green cube right of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder right of the small green cube?', 'answer': 0}, {'question': 'Is the large purple sphere right of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder right of the large purple sphere?', 'answer': 0}, {'question': 'Is the small green cube right of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere right of the small green cube?', 'answer': 0}, {'question': 'Is the small gray cylinder behind the small green cube?', 'answer': 1}, {'question': 'Is the small green cube behind the small gray cylinder?', 'answer': 0}, {'question': 'Is the small gray cylinder behind the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere behind the small gray cylinder?', 'answer': 0}, {'question': 'Is the small green cube behind the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere behind the small green cube?', 'answer': 0}, {'question': 'Is the small green cube in front of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder in front of the small green cube?', 'answer': 0}, {'question': 'Is the large purple sphere in front of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder in front of the large purple sphere?', 'answer': 0}, {'question': 'Is the large purple sphere in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the large purple sphere?', 'answer': 0}, {'question': 'Is the small gray cylinder left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the small gray cylinder?', 'answer': 0}, {'question': 'Is the large purple sphere left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the large purple sphere?', 'answer': 0}, {'question': 'Is the small gray cylinder left of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere left of the small gray cylinder?', 'answer': 0}]"
21,CLEVR_val_000650,"[{'question': 'Is the small brown cylinder right of the large yellow sphere?', 'answer': 1}, {'question': 'Is the large yellow sphere right of the small brown cylinder?', 'answer': 0}, {'question': 'Is the large yellow sphere right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large yellow sphere?', 'answer': 0}, {'question': 'Is the small brown cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the small brown cylinder?', 'answer': 0}, {'question': 'Is the small red cube behind the large yellow sphere?', 'answer': 1}, {'question': 'Is the large yellow sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the small brown cylinder behind the large yellow sphere?', 'answer': 1}, {'question': 'Is the large yellow sphere behind the small brown cylinder?', 'answer': 0}, {'question': 'Is the small brown cylinder behind the small red cube?', 'answer': 1}, {'question': 'Is the small red cube behind the small brown cylinder?', 'answer': 0}, {'question': 'Is the large yellow sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the large yellow sphere?', 'answer': 0}, {'question': 'Is the large yellow sphere in front of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder in front of the large yellow sphere?', 'answer': 0}, {'question': 'Is the small red cube in front of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder in front of the small red cube?', 'answer': 0}, {'question': 'Is the small red cube left of the large yellow sphere?', 'answer': 1}, {'question': 'Is the large yellow sphere left of the small red cube?', 'answer': 0}, {'question': 'Is the large yellow sphere left of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder left of the large yellow sphere?', 'answer': 0}, {'question': 'Is the small red cube left of the small brown cylinder?', 'answer': 1}, {'question': 'Is the small brown cylinder left of the small red cube?', 'answer': 0}]"
